IATA,Longitude,Latitude
MWA,-89.01110077,37.75500107
IMT,-88.11450195,45.81840134
\N,-87.56140137,46.53390121
AET,-152.621994,66.55180359
MGC,-86.82119751,41.70330048
SWD,-149.4190063,60.12689972
GRM,-90.38289642,47.8382988
AUW,-89.62660217,44.92620087
MIE,-85.39589691,40.24229813
LAF,-86.93689728,40.41230011
\N,-83.88269806,38.88190079
VGT,-115.1940002,36.21070099
ENW,-87.92780304,42.59569931
MTJ,-107.8939972,38.50979996
RIW,-108.4599991,43.06420136
PDT,-118.8410034,45.69509888
OSH,-88.55699921,43.9844017
EAT,-120.2070007,47.39889908
\N,-97.4414978,32.76919937
GYY,-87.41280365,41.61629868
BRD,-94.13809967,46.39830017
LWB,-80.39949799,37.85829926
PGV,-77.38529968,35.6352005
CYF,-164.2859955,60.14920044
OXR,-119.2070007,34.20080185
SCH,-73.92890167,42.85250092
UST,-81.33979797,29.95919991
STS,-122.8130035,38.50899887
ISM,-81.43710327,28.28980064
LCQ,-82.57689667,30.18199921
\N,-81.28379822,29.06699944
\N,-81.68515,29.904057
LGU,-111.8519974,41.79119873
BMC,-112.0619965,41.55239868
MLD,-112.2969971,42.16659927
ASE,-106.8690033,39.22320175
ERV,-99.08570099,29.97669983
GED,-75.35890198,38.68920135
GBN,-98.85919952,38.34429932
HYS,-99.27320099,38.84220123
SUS,-90.65200043,38.66210175
LYU,-91.83070374,47.82450104
GPZ,-93.50980377,47.21110153
TVF,-96.18499756,48.06570053
EGV,-89.26830292,45.93230057
ARV,-89.73090363,45.92789841
IKV,-93.56639862,41.69139862
NGP,-97.29109955,27.69260025
AVX,-118.416,33.4049
MHV,-118.1520004,35.05939865
HUT,-97.86060333,38.06549835
STJ,-94.90969849,39.77190018
VOK,-90.25340271,43.93899918
GUC,-106.9329987,38.53390121
TOA,-118.3399963,33.80339813
MBL,-86.24690247,44.2723999
PGD,-81.9905014,26.92020035
WFK,-68.31279755,47.28549957
JHW,-79.25800323,42.15340042
SME,-84.61589813,37.05339813
SHD,-78.89640045,38.26380157
DVL,-98.90879822,48.11420059
DIK,-102.802002,46.79740143
SDY,-104.1930008,47.70690155
CDR,-103.0950012,42.83760071
AIA,-102.8040009,42.05319977
MCK,-100.5920029,40.20629883
MTH,-81.05139923,24.72610092
GDV,-104.8069992,47.13869858
OLF,-105.5749969,48.0945015
WYS,-111.1179962,44.68840027
ALS,-105.866997,37.434898
CNY,-109.7549973,38.75500107
ELY,-114.8420029,39.29970169
VEL,-109.5100021,40.4408989
SRR,-105.5350037,33.46279907
SOW,-110.0059967,34.26549912
MYL,-116.1009979,44.88970184
SMN,-113.8809967,45.12379837
MMH,-118.8379974,37.62409973
FRD,-123.0240021,48.52199936
ESD,-122.9100037,48.70819855
AST,-123.8789978,46.15800095
ONP,-124.0579987,44.58039856
EMK,-164.4909973,62.78609848
UNK,-160.798996,63.88840103
UUK,-149.5980072,70.33080292
SHX,-159.5690002,62.69229889
NUI,-151.0059967,70.20999908
EEK,-162.0438843,60.21367264
KUK,-162.5240021,60.87440109
KWT,-161.4440002,60.79029846
KWK,-163.169005,59.876499
MLL,-162.026001,61.86429977
RSH,-161.319458,61.77888489
KGK,-157.2590027,59.72660065
KMO,-159.0500031,58.99020004
CIK,-143.7400055,66.64499664
EAA,-141.151001,64.77639771
HUS,-154.2630005,66.04109955
HSL,-156.3509979,65.69789886
NUL,-158.0740051,64.72930145
VEE,-146.3659973,67.00869751
WBQ,-147.4069977,66.36219788
CEM,-144.7830048,65.57379913
SHG,-157.1620026,66.88809967
IYK,-117.8300018,35.65879822
VIS,-119.3929977,36.31869888
MCE,-120.5139999,37.28469849
\N,-112.3759995,33.42250061
AGN,-134.585007,57.503601
ELV,-136.3470001,58.19520187
FNR,-134.897995,58.25439835
HNH,-135.410111,58.0961
AFE,-133.9100037,56.96139908
MTM,-131.5780029,55.13100052
HYG,-132.8280029,55.20629883
EGX,-157.375,58.1855011
KPV,-159.162993,55.905998
PIP,-157.5720062,57.58039856
WSN,-157.0079956,58.70339966
AKK,-154.1829987,56.93870163
KYK,-154.4499969,57.56710052
KLN,-153.9779968,57.53509903
ABL,-157.8569946,67.10630035
BKC,-161.1490021,65.9815979
IAN,-160.4369965,66.97599792
OBU,-156.8970032,66.91230011
ORV,-161.0189972,66.81790161
WLK,-159.9859924,66.60009766
KTS,-166.4660034,65.33129883
ELI,-162.2720032,64.61470032
GLV,-163.0070038,64.55049896
TLA,-166.3390045,65.24040222
WAA,-168.095,65.622593
WMO,-163.4129944,64.68920136
KKA,-161.154007,64.9394989
SMK,-162.1100006,63.49010086
SKK,-161.223999,64.37110138
TNC,-167.9219971,65.56310272
AKB,-174.2059937,52.22029877
CYT,-142.4929962,60.08200073
AUK,-164.6599274,62.68004227
KPN,-164.0310059,59.93299866
KFP,-163.4100037,54.84740067
NLG,-161.1600037,56.00749969
PML,-160.5610046,56.00600052
KLW,-133.076004,55.57920074
KWN,-161.8450012,59.75510025
KOT,-163.5330048,63.0306015
KYU,-157.727005,64.87609863
SCM,-165.5709991,61.84529877
NNL,-154.8390045,59.98020172
KKH,-162.8809967,59.96080017
NIB,-154.3580017,63.01860046
AKI,-161.2310028,60.9029007
AIN,-159.9949951,70.63800049
NCN,-147.9920044,60.07730103
TKJ,-142.9539948,63.32949829
IRC,-144.076008,65.830498
SLQ,-157.1660004,61.70050049
HKB,-148.9689941,63.86619949
AQC,-133.102005,55.55469894
MHM,-152.302002,63.88600159
MLY,-150.6439972,64.99759674
MRB,-77.98459625,39.40190125
RKH,-81.05719757,34.9878006
AGC,-79.93019867,40.35440063
\N,-81.87670136,30.21870041
FTY,-84.52140045,33.77909851
OSU,-83.07299805,40.07979965
ADS,-96.83640289,32.96860123
DTS,-86.47149658,30.40010071
ISO,-77.6088028,35.33140183
FFA,-75.6713028,36.01819992
PVU,-111.7229996,40.21920013
SBS,-106.8659973,40.5163002
DTA,-112.5080032,39.38059998
RIF,-112.098999,38.7364006
PUC,-110.7509995,39.61389923
LAM,-106.2689972,35.87979889
HII,-114.358002,34.571098
INW,-110.7229996,35.02190018
DGL,-109.5059967,31.34259987
BOW,-81.78340149,27.94339943
LVK,-121.8199997,37.69340134
RMY,-120.0400009,37.51089859
TRM,-116.1600037,33.62670135
SMO,-118.4509964,34.01580048
UDD,-116.2750015,33.74840164
ZSY,-111.9110031,33.6228981
OLM,-122.9029999,46.9693985
DWA,-121.8570023,38.57910156
RIL,-107.7269974,39.52629852
SAA,-106.8239975,41.44490051
PDK,-84.30200195,33.87559891
BMG,-86.61669922,39.14599991
SUA,-80.22109985,27.18169975
MMU,-74.41490173,40.79940033
APC,-122.280998,38.2132
SDM,-116.9800034,32.57229996
VNC,-82.44029999,27.07159996
PHK,-80.69339752,26.78499985
ECP,-85.795414,30.357106
SBD,-117.2350006,34.09540176
SQL,-122.25,37.51190186
RWI,-77.89189911,35.85630035
\N,-148.7220001,60.77719879
SXQ,-151.0339966,60.47570038
SEE,-116.9720001,32.82619858
\N,-118.5879974,33.02270126
TKF,-120.1399994,39.31999969
RYY,-84.59860229,34.01319885
4U9,-112.7200012,44.7356987
LVM,-110.447998,45.69940186
6S0,-109.9810028,45.8064003
BIV,-86.10739899,42.74290085
\N,-110.2009964,37.01670074
LAL,-82.01860046,27.98889923
IDL,-90.678902,33.485699
RBK,-117.1279984,33.57419968
PCW,-82.86869812,41.5163002
MGY,-84.22489929,39.5890007
RID,-84.84279633,39.75719833
FDY,-83.66870117,41.01350021
SPF,-103.7829971,44.4803009
OLV,-89.78690338,34.97869873
BJC,-105.1169968,39.90879822
SLE,-123.0029984,44.90950012
UTM,-90.34670258,34.68099976
MWC,-88.03440094,43.11040115
JVL,-89.04160309,42.62030029
GKY,-97.09429932,32.66389847
LZU,-83.96240234,33.97809982
BWG,-86.41970062,36.96450043
RVS,-95.98459625,36.03960037
BCE,-112.1449966,37.70640183
\N,-79.47489929,36.04850006
JCI,-94.89029694,38.83089828
ESN,-76.06900024,38.80419922
MYV,-121.5699997,39.09780121
DUC,-97.9598999,34.47090149
UVA,-99.74359894,29.2112999
LOT,-88.09619904,41.6072998
CCR,-122.0569992,37.98970032
OCA,-80.27480316,25.3253994
\N,-82.23139954,39.21099854
SGH,-83.84020233,39.84030151
TOP,-95.62249756,39.06869888
\N,-99.82389832,29.22940063
\N,-86.507262,37.610022
\N,-86.52010345,36.00899887
\N,-85.89810181,35.20510101
TKI,-96.59049988,33.17789841
PWK,-87.901494,42.114222
KLS,-122.8980026,46.11800003
ILN,-83.792099,39.42789841
AVW,-111.2180023,32.4095993
CGZ,-111.766998,32.954899
\N,-112.2689972,33.11190033
BXK,-112.685997,33.42039871
E63,-112.6780014,32.95809937
MMI,-84.56259918,35.39730072
STK,-103.2649994,40.61529922
RWL,-107.1999969,41.80559921
CDW,-74.28140259,40.87519836
AIZ,-92.54949951,38.09600067
TVI,-83.88130188,30.90159988
HSH,-115.1340027,35.97280121
TMA,-83.4885025,31.42900085
DVT,-112.0830002,33.68830109
\N,-73.41339874,40.72880173
HDO,-99.17669678,29.35950089
MCL,-148.9109955,63.73260117
LHD,-149.9720001,61.18000031
PPC,-150.6439972,66.81410217
HLG,-80.64630127,40.17499924
FZG,-83.27050018,31.68370056
RKP,-97.04460144,28.08679962
CKF,-83.77390289,31.98880005
OMN,-81.11360168,29.30060005
TTD,-122.401001,45.54940033
HIO,-122.949997,45.540401
\N,-73.99960327,40.71260071
\N,-121.2009964,44.09479904
\N,-120.6660004,43.23649979
\N,-118.9550018,43.59189987
\N,-120.9039993,44.28699875
\N,-122.2519989,40.15069962
\N,-122.5559998,38.14360046
\N,-120.3990021,42.16109848
\N,-123.814003,45.41820145
\N,-117.0139999,44.02050018
\N,-121.1669998,45.61849976
GAI,-77.16600037,39.16830063
CVX,-85.27480316,45.30479813
XFL,-81.20629883,29.4673996
MVL,-72.61399841,44.5345993
RBD,-96.86820221,32.68090057
WST,-71.80339813,41.34960175
BID,-71.57779694,41.16809845
NME,-164.701004,60.47100067
OOK,-165.0870056,60.54140091
BGE,-84.63739777,30.9715004
SPZ,-119.2509995,39.40299988
WHP,-118.413002,34.25930023
MAE,-120.1119995,36.98860168
AAF,-85.02749634,29.72750092
DQH,-82.86049652,31.47669983
FRP,-80.36830139,27.49510002
TAN,-71.01660156,41.87440109
PYM,-70.72879791,41.9090004
OQU,-71.41210175,41.5970993
OWD,-71.17289734,42.19049835
BAF,-72.715599,42.157799
IJD,-72.18029785,41.74399948
MGJ,-74.26460266,41.50999832
CXY,-76.85150146,40.21709824
GHG,-70.67220306,42.09830093
DXR,-73.48220062,41.37149811
ASH,-71.51480103,42.78170013
LWM,-71.12339783,42.71720123
OXC,-73.1352005,41.47859955
FIT,-71.75900269,42.55410004
\N,-84.88469696,33.75650024
VPC,-84.84870148,34.12310028
PYP,-85.610069,34.089977
RMG,-85.15799713,34.3506012
GAD,-86.088996,33.972599
DKX,-83.87390137,35.96390152
WDR,-83.66739655,33.98289871
JYL,-81.5970993,32.64530182
DNN,-84.87020111,34.72290039
CTJ,-85.15200043,33.63100052
LGC,-85.07260132,33.00889969
MLJ,-83.24069977,33.15420151
PIM,-84.88240051,32.84069824
FFC,-84.57180023,33.3572998
GVL,-83.8302002,34.27259827
PHD,-81.41970062,40.47090149
UDG,-79.89009857,34.44940186
HHH,-80.69750214,32.22439957
DNL,-82.03939819,33.46649933
MRN,-81.61139679,35.82020187
PBX,-82.56639862,37.5617981
\N,-84.16519928,33.36569977
TOC,-83.29579926,34.59379959
AFW,-97.31880188,32.98759842
57C,-88.37259674,42.79719925
LWC,-95.21659851,39.01119995
EGT,-97.38829803,37.32360077
PMP,-80.11109924,26.24710083
EET,-86.78279877,33.17699814
\N,-111.8980026,33.81809998
UMP,-86.04499817,39.93519974
LOZ,-84.0848999,37.0821991
FBG,-78.93669891,35.13180161
RAC,-87.81520081,42.76060104
REI,-117.1460037,34.08530045
RIR,-117.4110031,33.98970032
TIW,-122.5780029,47.26789856
JKA,-87.67179871,30.29050064
HZL,-75.99490356,40.98680115
CBE,-78.7609024,39.61539841
\N,-81.57980347,24.6487999
LNR,-90.18160248,43.21170044
\N,-90.40249634,45.70899963
\N,-89.5904007,42.61489868
JOT,-88.17549896,41.51779938
VYS,-89.153099,41.351898
JXN,-84.45939636,42.25979996
\N,-79.65709686,39.95920181
\N,-78.5121994,40.08530045
BBX,-75.26509857,40.13750076
OBE,-80.84980011,27.26280022
SEF,-81.3423996,27.45639992
AVO,-81.52780151,27.59119987
GIF,-81.75330353,28.06290054
ZPH,-82.15589905,28.22820091
OCF,-82.22419739,29.17259979
JES,-81.88249969,31.55400085
52A,-83.46040344,33.61209869
CCO,-84.76979828,33.31159973
HQU,-82.51650238,33.52970123
AIK,-81.68499756,33.6493988
CDN,-80.56490326,34.28359985
LBT,-79.05940247,34.60990143
SOP,-79.3911972,35.23740005
RCZ,-79.759598,34.8913
DLL,-89.77020264,43.52270126
SVH,-80.9539032,35.76530075
BUU,-88.30460358,42.69070053
LHV,-77.42230225,41.13560104
\N,-80.16069794,40.80160141
LPR,-82.17759705,41.34429932
BKL,-81.6832962,41.51750183
DKK,-79.27200317,42.49330139
VAY,-74.84570313,39.94290161
LDJ,-74.24459839,40.61740112
ANQ,-85.083504,41.639702
\N,-85.84010315,41.27470016
VNW,-84.60939789,40.86470032
\N,-84.95549774,42.25120163
GVQ,-78.16760254,43.03170013
CLW,-82.75869751,27.97669983
CGX,-87.60790253,41.85879898
JZP,-84.45739746,34.45339966
CRE,-78.72389984,33.81169891
IGQ,-87.52950287,41.53490067
RNM,-116.9150009,33.03919983
OEB,-85.05259705,41.9333992
WBW,-75.85119629,41.29719925
LNN,-81.38970184,41.68399811
FFT,-84.90470123,38.18249893
LEW,-70.28350067,44.04850006
\N,-90.48349762,43.97499847
MRK,-81.67250061,25.99500084
DRM,-83.74389648,46.00930023
GDW,-84.47499847,43.97060013
LWA,-86.25569916,42.3512001
MFI,-90.18930054,44.63690186
ISW,-89.83899689,44.36029816
CWI,-90.32910156,41.83110046
BVY,-70.91649628,42.58420181
POF,-90.32489777,36.77389908
\N,-74.67019653,40.62599945
EPM,-67.01270294,44.91009903
EOK,-91.42849731,40.4598999
STP,-93.05999756,44.93450165
\N,-88.47229767,43.13890076
\N,-84.52200317,39.36380005
FLD,-88.48840332,43.77119827
PCZ,-89.01979828,44.33330154
STE,-89.53029633,44.54520035
ERY,-85.45729828,46.31119919
GQQ,-82.72380066,40.7533989
CKV,-87.41500092,36.62189865
LPC,-120.4680023,34.66559982
CTH,-75.8655014,39.97900009
LKP,-73.9618988,44.26449966
AOH,-84.026703,40.706902
SSI,-81.39129639,31.15180016
BFP,-80.3914032,40.77249908
GGE,-79.31960297,33.31169891
HDI,-84.83239746,35.2201004
RNT,-122.2160034,47.49309921
POC,-117.7819977,34.09159851
CTY,-83.10479736,29.63549995
CEU,-82.8864975,34.6719017
BEC,-97.21499634,37.69449997
\N,-84.93920135,34.45539856
\N,-83.55670166,34.49990082
GTU,-97.67939758,30.67880058
\N,-73.86289978,41.9715004
SNY,-102.9850006,41.10129929
\N,-158.070009,21.3074
ECA,-83.422302,44.312801
\N,-86.55750275,34.8614006
JYO,-77.55750275,39.07799911
\N,-93.21140289,45.14500046
SDC,-77.1210022,43.23469925
WBU,-105.2259979,40.03939819
PAO,-122.1149979,37.46110153
FFZ,-111.7279968,33.46080017
P08,-111.427002,32.93590164
P52,-112.0350037,34.72999954
A39,-111.9185278,32.9908056
E25,-112.7990036,33.96889877
PTK,-83.42009735,42.66550064
EEN,-72.27079773,42.89839935
\N,-106.5279999,48.42110062
IOW,-91.54650116,41.6391983
MWM,-95.10939789,43.91339874
\N,-119.6520004,44.6617012
ANP,-76.568398,38.942902
PEQ,-103.5110016,31.38240051
HBG,-89.25279999,31.26479912
YKN,-97.3859024,42.91669846
HWD,-122.1220016,37.65919876
ARB,-83.74559784,42.22299957
4A7,-84.332397,33.389099
\N,-64.51779938,-17.91360092
IMM,-81.40100098,26.43320084
\N,-121.1100006,35.60770035
PTB,-77.50740051,37.18379974
SBM,-87.85140228,43.76959991
MZJ,-111.3280029,32.51060104
GEU,-112.2949982,33.52690125
SAD,-109.6350021,32.85480118
SIK,-89.5617981,36.89889908
GFL,-73.61029816,43.34120178
5B2,-73.86119843,43.05130005
CGC,-82.57129669,28.86730003
MTN,-76.4138031,39.32569885
LHM,-121.3509979,38.90919876
FZI,-83.39450073,41.19079971
IZG,-70.94789886,43.99110031
\N,-82.25119781,26.85449982
NEW,-90.02829742,30.04240036
COE,-116.8199997,47.77429962
BMT,-94.21579742,30.07069969
DNV,-87.59590149,40.19919968
TIX,-80.79920197,28.51479912
AAP,-95.58830261,29.72249985
FCM,-93.45709991,44.82720184
OJC,-94.73760223,38.84759903
OQN,-75.58190155,39.99010086
MNZ,-77.51540375,38.72140121
\N,-95.46209717,29.10860062
2H0,-88.84539795,39.41040039
\N,-122.0220032,47.1957016
FDW,-81.1088028,34.31549835
DAW,-70.9292984,43.28409958
EWK,-97.27449799,38.05820084
TZR,17.91749954,46.39310074
FBR,-110.4069977,41.39189911
S40,-119.7910004,46.21340179
CLS,-122.9830017,46.67699814
M94,-119.9209976,46.68740082
EVW,-111.0350037,41.27479935
K83,-95.77940369,39.90420151
LRO,-79.78289795,32.89780045
\N,-84.18890381,32.1108017
EUF,-85.12889862,31.95129967
6J4,-81.79460144,33.92679977
MEO,-75.69550323,35.91899872
AUO,-85.43399811,32.61510086
CZG,-76.096296,42.078499
EKY,-86.92590332,33.31290054
A50,-104.4100037,38.87440109
MIC,-93.35389709,45.06200027
23M,-88.73889923,32.0848999
DBN,-82.98529816,32.56439972
CVO,-123.2900009,44.49720001
\N,-71.79333496,-35.96055603
\N,-84.8833313,10.0666666
CWT,148.6490021,-33.84469986
OGD,-112.012001,41.19589996
RKR,-94.62129974,35.02159882
AKO,-103.2220001,40.17559814
SHN,-123.1480026,47.23360062
WNA,-161.9790039,60.69029999
PKA,-161.7779999,60.70289993
\N,-143.001111,63.303333
2A5,-79.61759949,35.91180038
DYL,-75.12229919,40.33300018
OCW,-77.04979706,35.57049942
7W6,-75.9552002,35.56240082
\N,-97.08570099,36.16120148
\N,-95.94869995,35.66809845
\N,-96.77310181,35.94990158
\N,-99.20050049,35.33980179
\N,-97.03759766,37.16859818
\N,-97.64710236,35.53419876
\N,-93.74500275,32.54019928
\N,-98.17769623,32.21530151
\N,-97.27719879,36.38560104
\N,-98.14859772,31.66589928
\N,-96.6713028,34.8042984
\N,-96.53040314,32.74700165
\N,-97.19799805,33.20069885
\N,-97.5663935,30.3974931
\N,-97.96949768,30.49860001
\N,-96.3742981,30.21899986
\N,-97.99449921,30.35750008
\N,-101.8919983,30.90570068
\N,-98.4253006,29.81270027
UKF,-81.09829712,36.22280121
JZI,-80.00289917,32.70090103
DAN,-79.33609772,36.57289886
0V4,-79.0164032,37.14170074
CQW,-79.95700073,34.71289825
\N,-81.88050079,27.51490021
HYW,-79.12220001,33.82849884
HBI,-79.8946991,35.65449905
\N,-78.00360107,34.71789932
EMV,-77.48280334,36.68690109
EMT,-118.0350037,34.08610153
I16,-81.55930328,37.60039902
SSF,-98.47109985,29.33699989
JSV,-94.80280304,35.4382019
JAS,-94.03489685,30.88570023
87K,-93.99909973,37.8567009
MRF,-104.017997,30.371099
E38,-103.6839981,30.38419914
CCB,-117.6880035,34.11159897
IOB,-83.979599,38.05810165
EKI,-86.00319672,41.7193985
C03,-85.93479919,41.44620132
CUB,-80.99520111,33.97050095
GMJ,-94.73860168,36.60680008
MPR,-97.69129944,38.35240173
GYH,-82.37640381,34.75830078
PXE,-83.76730347,32.51060104
HVS,-80.11920166,34.40309906
IGX,-79.065902,35.935001
SUT,-78.07499695,33.9292984
FCI,-77.52500153,37.40650177
HNZ,-78.52919769,36.36159897
LEE,-81.80870056,28.82309914
CNO,-117.637001,33.97470093
UYF,-83.46199799,39.93270111
PRB,-120.6269989,35.67290115
HAF,-122.5009995,37.51340103
WJF,-118.2190018,34.74110031
TDF,-78.98419952,36.28490067
ASN,-86.05090332,33.56990051
GMU,-82.34999847,34.84790039
MKT,-93.91870117,44.22159958
TOI,-86.01210022,31.86039925
SCD,-86.30549622,33.17179871
EDN,-85.89990234,31.29969978
\N,-111.1750031,32.14220047
ALX,-85.96299744,32.91469955
\N,-72.82949829,41.50870132
\N,-75.86630249,38.9701004
UWL,-85.32649994,39.87590027
TQK,-100.8850021,38.47430038
HDE,-99.336502,40.452099
PTT,-98.74690247,37.70159912
AHQ,-96.59400177,41.24129868
LXN,-99.77729797,40.79100037
19S,-100.8300018,37.49140167
CBF,-95.76059723,41.25920105
OKK,-86.05899811,40.52819824
2K7,-95.64610291,37.4353981
\N,-148.3549957,61.79560089
EHA,-101.879997,37.000702
FTG,-104.5429993,39.78530121
GBG,-90.43109894,40.93799973
GUY,-101.5080032,36.68510056
MEJ,-100.3560028,37.27690125
\N,-93.66690063,36.59170151
ULS,-101.3740005,37.60400009
\N,-103.0670013,39.27999878
IDP,-95.77839661,37.15840149
3AU,-97.07790375,37.67160034
LQR,-99.08599854,38.20859909
LZZ,-98.19589996,31.10619926
BYY,-95.8635025,28.97330093
PRX,-95.45079803,33.63660049
CFV,-95.57189941,37.09400177
\N,-81.42970276,33.93579865
GXY,-104.6330032,40.43740082
\N,-90.05400085,35.20069885
OEL,36.00220108,52.93470001
FET,-96.52020264,41.44910049
LGD,-118.0070038,45.29019928
MPO,-75.37889862,41.13750076
UKT,-75.38189697,40.43519974
BNG,-116.8509979,33.92309952
OFK,-97.43509674,41.98550034
AWO,-122.1589966,48.16070175
TPF,-82.44930267,27.91559982
MTP,-71.92079926,41.07649994
VPZ,-87.00710297,41.45399857
LDM,-86.40789795,43.96250153
RHV,-121.8190002,37.332901
\N,-119.0940018,34.21369934
WVI,-121.7900009,36.93569946
JGG,-76.7161026,37.23920059
MRT,-83.35160065,40.22470093
ALN,-90.04599762,38.89030075
AXN,-95.3946991,45.86629868
CLU,-85.89630127,39.26190186
BBD,-99.32389832,31.17930031
BIH,-118.3639984,37.37310028
BKE,-117.8089981,44.83729935
BPI,-110.1110001,42.58509827
WMH,-92.47049713,36.3689003
BTL,-85.25150299,42.30730057
BYI,-113.7720032,42.54259872
CCY,-92.6108017,43.07260132
CNU,-95.48509979,37.66880035
CRG,-81.51439667,30.3362999
CSV,-85.08499908,35.95130157
DAA,-77.18099976,38.71500015
DAG,-116.7870026,34.85369873
DMN,-107.7210007,32.26229858
DRA,-116.032997,36.6194
EED,-114.6230011,34.7663002
EGI,-86.52290344,30.65040016
EKA,-124.112999,40.80339813
HYI,-97.86299896,29.8927002
HYR,-91.44429779,46.02519989
JCT,-99.7634964,30.51129913
LLQ,-91.75099945,33.6385994
LOL,-118.5650024,40.06639862
MBG,-100.4079971,45.54650116
MCB,-90.47190094,31.17849922
MDH,-89.2519989,37.77809906
MMT,-80.80130005,33.92079926
NHZ,-69.93859863,43.89220047
NRB,-81.42469788,30.39109993
OGB,-80.85949707,33.45679855
OLU,-97.34259796,41.44800186
OTM,-92.44789886,41.10660172
OZR,-85.71340179,31.27569962
PWY,-109.8069992,42.79550171
POU,-73.88420105,41.62659836
RNH,-92.5381012,45.14830017
RSL,-98.8117981,38.87210083
RWF,-95.08229828,44.54719925
SNS,-121.6060028,36.66279984
SOA,-100.6490021,30.58569908
SUZ,-92.47940063,34.59059906
TPH,-117.086998,38.06019974
UAO,-122.7699966,45.24710083
UKI,-123.2009964,39.12599945
UOX,-89.53679657,34.38430023
HTV,-95.58719635,30.74690056
VTN,-100.5479965,42.85779953
WMC,-117.8059998,40.89659882
WWR,-99.5226667,36.438
XMR,-80.56659698,28.46759987
\N,-115.810997,37.23500061
ZZV,-81.89209747,39.94440079
ENN,-149.0740051,64.54730225
WWA,-149.5399933,61.57170105