IATA,Latitude,Longitude
MWA,37.75500107,-89.01110077
IMT,45.81840134,-88.11450195
\N,46.53390121,-87.56140137
AET,66.55180359,-152.621994
MGC,41.70330048,-86.82119751
SWD,60.12689972,-149.4190063
GRM,47.8382988,-90.38289642
AUW,44.92620087,-89.62660217
MIE,40.24229813,-85.39589691
LAF,40.41230011,-86.93689728
\N,38.88190079,-83.88269806
VGT,36.21070099,-115.1940002
ENW,42.59569931,-87.92780304
MTJ,38.50979996,-107.8939972
RIW,43.06420136,-108.4599991
PDT,45.69509888,-118.8410034
OSH,43.9844017,-88.55699921
EAT,47.39889908,-120.2070007
\N,32.76919937,-97.4414978
GYY,41.61629868,-87.41280365
BRD,46.39830017,-94.13809967
LWB,37.85829926,-80.39949799
PGV,35.6352005,-77.38529968
CYF,60.14920044,-164.2859955
OXR,34.20080185,-119.2070007
SCH,42.85250092,-73.92890167
UST,29.95919991,-81.33979797
STS,38.50899887,-122.8130035
ISM,28.28980064,-81.43710327
LCQ,30.18199921,-82.57689667
\N,29.06699944,-81.28379822
\N,29.904057,-81.68515
LGU,41.79119873,-111.8519974
BMC,41.55239868,-112.0619965
MLD,42.16659927,-112.2969971
ASE,39.22320175,-106.8690033
ERV,29.97669983,-99.08570099
GED,38.68920135,-75.35890198
GBN,38.34429932,-98.85919952
HYS,38.84220123,-99.27320099
SUS,38.66210175,-90.65200043
LYU,47.82450104,-91.83070374
GPZ,47.21110153,-93.50980377
TVF,48.06570053,-96.18499756
EGV,45.93230057,-89.26830292
ARV,45.92789841,-89.73090363
IKV,41.69139862,-93.56639862
NGP,27.69260025,-97.29109955
AVX,33.4049,-118.416
MHV,35.05939865,-118.1520004
HUT,38.06549835,-97.86060333
STJ,39.77190018,-94.90969849
VOK,43.93899918,-90.25340271
GUC,38.53390121,-106.9329987
TOA,33.80339813,-118.3399963
MBL,44.2723999,-86.24690247
PGD,26.92020035,-81.9905014
WFK,47.28549957,-68.31279755
JHW,42.15340042,-79.25800323
SME,37.05339813,-84.61589813
SHD,38.26380157,-78.89640045
DVL,48.11420059,-98.90879822
DIK,46.79740143,-102.802002
SDY,47.70690155,-104.1930008
CDR,42.83760071,-103.0950012
AIA,42.05319977,-102.8040009
MCK,40.20629883,-100.5920029
MTH,24.72610092,-81.05139923
GDV,47.13869858,-104.8069992
OLF,48.0945015,-105.5749969
WYS,44.68840027,-111.1179962
ALS,37.434898,-105.866997
CNY,38.75500107,-109.7549973
ELY,39.29970169,-114.8420029
VEL,40.4408989,-109.5100021
SRR,33.46279907,-105.5350037
SOW,34.26549912,-110.0059967
MYL,44.88970184,-116.1009979
SMN,45.12379837,-113.8809967
MMH,37.62409973,-118.8379974
FRD,48.52199936,-123.0240021
ESD,48.70819855,-122.9100037
AST,46.15800095,-123.8789978
ONP,44.58039856,-124.0579987
EMK,62.78609848,-164.4909973
UNK,63.88840103,-160.798996
UUK,70.33080292,-149.5980072
SHX,62.69229889,-159.5690002
NUI,70.20999908,-151.0059967
EEK,60.21367264,-162.0438843
KUK,60.87440109,-162.5240021
KWT,60.79029846,-161.4440002
KWK,59.876499,-163.169005
MLL,61.86429977,-162.026001
RSH,61.77888489,-161.319458
KGK,59.72660065,-157.2590027
KMO,58.99020004,-159.0500031
CIK,66.64499664,-143.7400055
EAA,64.77639771,-141.151001
HUS,66.04109955,-154.2630005
HSL,65.69789886,-156.3509979
NUL,64.72930145,-158.0740051
VEE,67.00869751,-146.3659973
WBQ,66.36219788,-147.4069977
CEM,65.57379913,-144.7830048
SHG,66.88809967,-157.1620026
IYK,35.65879822,-117.8300018
VIS,36.31869888,-119.3929977
MCE,37.28469849,-120.5139999
\N,33.42250061,-112.3759995
AGN,57.503601,-134.585007
ELV,58.19520187,-136.3470001
FNR,58.25439835,-134.897995
HNH,58.0961,-135.410111
AFE,56.96139908,-133.9100037
MTM,55.13100052,-131.5780029
HYG,55.20629883,-132.8280029
EGX,58.1855011,-157.375
KPV,55.905998,-159.162993
PIP,57.58039856,-157.5720062
WSN,58.70339966,-157.0079956
AKK,56.93870163,-154.1829987
KYK,57.56710052,-154.4499969
KLN,57.53509903,-153.9779968
ABL,67.10630035,-157.8569946
BKC,65.9815979,-161.1490021
IAN,66.97599792,-160.4369965
OBU,66.91230011,-156.8970032
ORV,66.81790161,-161.0189972
WLK,66.60009766,-159.9859924
KTS,65.33129883,-166.4660034
ELI,64.61470032,-162.2720032
GLV,64.55049896,-163.0070038
TLA,65.24040222,-166.3390045
WAA,65.622593,-168.095
WMO,64.68920136,-163.4129944
KKA,64.9394989,-161.154007
SMK,63.49010086,-162.1100006
SKK,64.37110138,-161.223999
TNC,65.56310272,-167.9219971
AKB,52.22029877,-174.2059937
CYT,60.08200073,-142.4929962
AUK,62.68004227,-164.6599274
KPN,59.93299866,-164.0310059
KFP,54.84740067,-163.4100037
NLG,56.00749969,-161.1600037
PML,56.00600052,-160.5610046
KLW,55.57920074,-133.076004
KWN,59.75510025,-161.8450012
KOT,63.0306015,-163.5330048
KYU,64.87609863,-157.727005
SCM,61.84529877,-165.5709991
NNL,59.98020172,-154.8390045
KKH,59.96080017,-162.8809967
NIB,63.01860046,-154.3580017
AKI,60.9029007,-161.2310028
AIN,70.63800049,-159.9949951
NCN,60.07730103,-147.9920044
TKJ,63.32949829,-142.9539948
IRC,65.830498,-144.076008
SLQ,61.70050049,-157.1660004
HKB,63.86619949,-148.9689941
AQC,55.55469894,-133.102005
MHM,63.88600159,-152.302002
MLY,64.99759674,-150.6439972
MRB,39.40190125,-77.98459625
RKH,34.9878006,-81.05719757
AGC,40.35440063,-79.93019867
\N,30.21870041,-81.87670136
FTY,33.77909851,-84.52140045
OSU,40.07979965,-83.07299805
ADS,32.96860123,-96.83640289
DTS,30.40010071,-86.47149658
ISO,35.33140183,-77.6088028
FFA,36.01819992,-75.6713028
PVU,40.21920013,-111.7229996
SBS,40.5163002,-106.8659973
DTA,39.38059998,-112.5080032
RIF,38.7364006,-112.098999
PUC,39.61389923,-110.7509995
LAM,35.87979889,-106.2689972
HII,34.571098,-114.358002
INW,35.02190018,-110.7229996
DGL,31.34259987,-109.5059967
BOW,27.94339943,-81.78340149
LVK,37.69340134,-121.8199997
RMY,37.51089859,-120.0400009
TRM,33.62670135,-116.1600037
SMO,34.01580048,-118.4509964
UDD,33.74840164,-116.2750015
ZSY,33.6228981,-111.9110031
OLM,46.9693985,-122.9029999
DWA,38.57910156,-121.8570023
RIL,39.52629852,-107.7269974
SAA,41.44490051,-106.8239975
PDK,33.87559891,-84.30200195
BMG,39.14599991,-86.61669922
SUA,27.18169975,-80.22109985
MMU,40.79940033,-74.41490173
APC,38.2132,-122.280998
SDM,32.57229996,-116.9800034
VNC,27.07159996,-82.44029999
PHK,26.78499985,-80.69339752
ECP,30.357106,-85.795414
SBD,34.09540176,-117.2350006
SQL,37.51190186,-122.25
RWI,35.85630035,-77.89189911
\N,60.77719879,-148.7220001
SXQ,60.47570038,-151.0339966
SEE,32.82619858,-116.9720001
\N,33.02270126,-118.5879974
TKF,39.31999969,-120.1399994
RYY,34.01319885,-84.59860229
4U9,44.7356987,-112.7200012
LVM,45.69940186,-110.447998
6S0,45.8064003,-109.9810028
BIV,42.74290085,-86.10739899
\N,37.01670074,-110.2009964
LAL,27.98889923,-82.01860046
IDL,33.485699,-90.678902
RBK,33.57419968,-117.1279984
PCW,41.5163002,-82.86869812
MGY,39.5890007,-84.22489929
RID,39.75719833,-84.84279633
FDY,41.01350021,-83.66870117
SPF,44.4803009,-103.7829971
OLV,34.97869873,-89.78690338
BJC,39.90879822,-105.1169968
SLE,44.90950012,-123.0029984
UTM,34.68099976,-90.34670258
MWC,43.11040115,-88.03440094
JVL,42.62030029,-89.04160309
GKY,32.66389847,-97.09429932
LZU,33.97809982,-83.96240234
BWG,36.96450043,-86.41970062
RVS,36.03960037,-95.98459625
BCE,37.70640183,-112.1449966
\N,36.04850006,-79.47489929
JCI,38.83089828,-94.89029694
ESN,38.80419922,-76.06900024
MYV,39.09780121,-121.5699997
DUC,34.47090149,-97.9598999
UVA,29.2112999,-99.74359894
LOT,41.6072998,-88.09619904
CCR,37.98970032,-122.0569992
OCA,25.3253994,-80.27480316
\N,39.21099854,-82.23139954
SGH,39.84030151,-83.84020233
TOP,39.06869888,-95.62249756
\N,29.22940063,-99.82389832
\N,37.610022,-86.507262
\N,36.00899887,-86.52010345
\N,35.20510101,-85.89810181
TKI,33.17789841,-96.59049988
PWK,42.114222,-87.901494
KLS,46.11800003,-122.8980026
ILN,39.42789841,-83.792099
AVW,32.4095993,-111.2180023
CGZ,32.954899,-111.766998
\N,33.11190033,-112.2689972
BXK,33.42039871,-112.685997
E63,32.95809937,-112.6780014
MMI,35.39730072,-84.56259918
STK,40.61529922,-103.2649994
RWL,41.80559921,-107.1999969
CDW,40.87519836,-74.28140259
AIZ,38.09600067,-92.54949951
TVI,30.90159988,-83.88130188
HSH,35.97280121,-115.1340027
TMA,31.42900085,-83.4885025
DVT,33.68830109,-112.0830002
\N,40.72880173,-73.41339874
HDO,29.35950089,-99.17669678
MCL,63.73260117,-148.9109955
LHD,61.18000031,-149.9720001
PPC,66.81410217,-150.6439972
HLG,40.17499924,-80.64630127
FZG,31.68370056,-83.27050018
RKP,28.08679962,-97.04460144
CKF,31.98880005,-83.77390289
OMN,29.30060005,-81.11360168
TTD,45.54940033,-122.401001
HIO,45.540401,-122.949997
\N,40.71260071,-73.99960327
\N,44.09479904,-121.2009964
\N,43.23649979,-120.6660004
\N,43.59189987,-118.9550018
\N,44.28699875,-120.9039993
\N,40.15069962,-122.2519989
\N,38.14360046,-122.5559998
\N,42.16109848,-120.3990021
\N,45.41820145,-123.814003
\N,44.02050018,-117.0139999
\N,45.61849976,-121.1669998
GAI,39.16830063,-77.16600037
CVX,45.30479813,-85.27480316
XFL,29.4673996,-81.20629883
MVL,44.5345993,-72.61399841
RBD,32.68090057,-96.86820221
WST,41.34960175,-71.80339813
BID,41.16809845,-71.57779694
NME,60.47100067,-164.701004
OOK,60.54140091,-165.0870056
BGE,30.9715004,-84.63739777
SPZ,39.40299988,-119.2509995
WHP,34.25930023,-118.413002
MAE,36.98860168,-120.1119995
AAF,29.72750092,-85.02749634
DQH,31.47669983,-82.86049652
FRP,27.49510002,-80.36830139
TAN,41.87440109,-71.01660156
PYM,41.9090004,-70.72879791
OQU,41.5970993,-71.41210175
OWD,42.19049835,-71.17289734
BAF,42.157799,-72.715599
IJD,41.74399948,-72.18029785
MGJ,41.50999832,-74.26460266
CXY,40.21709824,-76.85150146
GHG,42.09830093,-70.67220306
DXR,41.37149811,-73.48220062
ASH,42.78170013,-71.51480103
LWM,42.71720123,-71.12339783
OXC,41.47859955,-73.1352005
FIT,42.55410004,-71.75900269
\N,33.75650024,-84.88469696
VPC,34.12310028,-84.84870148
PYP,34.089977,-85.610069
RMG,34.3506012,-85.15799713
GAD,33.972599,-86.088996
DKX,35.96390152,-83.87390137
WDR,33.98289871,-83.66739655
JYL,32.64530182,-81.5970993
DNN,34.72290039,-84.87020111
CTJ,33.63100052,-85.15200043
LGC,33.00889969,-85.07260132
MLJ,33.15420151,-83.24069977
PIM,32.84069824,-84.88240051
FFC,33.3572998,-84.57180023
GVL,34.27259827,-83.8302002
PHD,40.47090149,-81.41970062
UDG,34.44940186,-79.89009857
HHH,32.22439957,-80.69750214
DNL,33.46649933,-82.03939819
MRN,35.82020187,-81.61139679
PBX,37.5617981,-82.56639862
\N,33.36569977,-84.16519928
TOC,34.59379959,-83.29579926
AFW,32.98759842,-97.31880188
57C,42.79719925,-88.37259674
LWC,39.01119995,-95.21659851
EGT,37.32360077,-97.38829803
PMP,26.24710083,-80.11109924
EET,33.17699814,-86.78279877
\N,33.81809998,-111.8980026
UMP,39.93519974,-86.04499817
LOZ,37.0821991,-84.0848999
FBG,35.13180161,-78.93669891
RAC,42.76060104,-87.81520081
REI,34.08530045,-117.1460037
RIR,33.98970032,-117.4110031
TIW,47.26789856,-122.5780029
JKA,30.29050064,-87.67179871
HZL,40.98680115,-75.99490356
CBE,39.61539841,-78.7609024
\N,24.6487999,-81.57980347
LNR,43.21170044,-90.18160248
\N,45.70899963,-90.40249634
\N,42.61489868,-89.5904007
JOT,41.51779938,-88.17549896
VYS,41.351898,-89.153099
JXN,42.25979996,-84.45939636
\N,39.95920181,-79.65709686
\N,40.08530045,-78.5121994
BBX,40.13750076,-75.26509857
OBE,27.26280022,-80.84980011
SEF,27.45639992,-81.3423996
AVO,27.59119987,-81.52780151
GIF,28.06290054,-81.75330353
ZPH,28.22820091,-82.15589905
OCF,29.17259979,-82.22419739
JES,31.55400085,-81.88249969
52A,33.61209869,-83.46040344
CCO,33.31159973,-84.76979828
HQU,33.52970123,-82.51650238
AIK,33.6493988,-81.68499756
CDN,34.28359985,-80.56490326
LBT,34.60990143,-79.05940247
SOP,35.23740005,-79.3911972
RCZ,34.8913,-79.759598
DLL,43.52270126,-89.77020264
SVH,35.76530075,-80.9539032
BUU,42.69070053,-88.30460358
LHV,41.13560104,-77.42230225
\N,40.80160141,-80.16069794
LPR,41.34429932,-82.17759705
BKL,41.51750183,-81.6832962
DKK,42.49330139,-79.27200317
VAY,39.94290161,-74.84570313
LDJ,40.61740112,-74.24459839
ANQ,41.639702,-85.083504
\N,41.27470016,-85.84010315
VNW,40.86470032,-84.60939789
\N,42.25120163,-84.95549774
GVQ,43.03170013,-78.16760254
CLW,27.97669983,-82.75869751
CGX,41.85879898,-87.60790253
JZP,34.45339966,-84.45739746
CRE,33.81169891,-78.72389984
IGQ,41.53490067,-87.52950287
RNM,33.03919983,-116.9150009
OEB,41.9333992,-85.05259705
WBW,41.29719925,-75.85119629
LNN,41.68399811,-81.38970184
FFT,38.18249893,-84.90470123
LEW,44.04850006,-70.28350067
\N,43.97499847,-90.48349762
MRK,25.99500084,-81.67250061
DRM,46.00930023,-83.74389648
GDW,43.97060013,-84.47499847
LWA,42.3512001,-86.25569916
MFI,44.63690186,-90.18930054
ISW,44.36029816,-89.83899689
CWI,41.83110046,-90.32910156
BVY,42.58420181,-70.91649628
POF,36.77389908,-90.32489777
\N,40.62599945,-74.67019653
EPM,44.91009903,-67.01270294
EOK,40.4598999,-91.42849731
STP,44.93450165,-93.05999756
\N,43.13890076,-88.47229767
\N,39.36380005,-84.52200317
FLD,43.77119827,-88.48840332
PCZ,44.33330154,-89.01979828
STE,44.54520035,-89.53029633
ERY,46.31119919,-85.45729828
GQQ,40.7533989,-82.72380066
CKV,36.62189865,-87.41500092
LPC,34.66559982,-120.4680023
CTH,39.97900009,-75.8655014
LKP,44.26449966,-73.9618988
AOH,40.706902,-84.026703
SSI,31.15180016,-81.39129639
BFP,40.77249908,-80.3914032
GGE,33.31169891,-79.31960297
HDI,35.2201004,-84.83239746
RNT,47.49309921,-122.2160034
POC,34.09159851,-117.7819977
CTY,29.63549995,-83.10479736
CEU,34.6719017,-82.8864975
BEC,37.69449997,-97.21499634
\N,34.45539856,-84.93920135
\N,34.49990082,-83.55670166
GTU,30.67880058,-97.67939758
\N,41.9715004,-73.86289978
SNY,41.10129929,-102.9850006
\N,21.3074,-158.070009
ECA,44.312801,-83.422302
\N,34.8614006,-86.55750275
JYO,39.07799911,-77.55750275
\N,45.14500046,-93.21140289
SDC,43.23469925,-77.1210022
WBU,40.03939819,-105.2259979
PAO,37.46110153,-122.1149979
FFZ,33.46080017,-111.7279968
P08,32.93590164,-111.427002
P52,34.72999954,-112.0350037
A39,32.9908056,-111.9185278
E25,33.96889877,-112.7990036
PTK,42.66550064,-83.42009735
EEN,42.89839935,-72.27079773
\N,48.42110062,-106.5279999
IOW,41.6391983,-91.54650116
MWM,43.91339874,-95.10939789
\N,44.6617012,-119.6520004
ANP,38.942902,-76.568398
PEQ,31.38240051,-103.5110016
HBG,31.26479912,-89.25279999
YKN,42.91669846,-97.3859024
HWD,37.65919876,-122.1220016
ARB,42.22299957,-83.74559784
4A7,33.389099,-84.332397
\N,-17.91360092,-64.51779938
IMM,26.43320084,-81.40100098
\N,35.60770035,-121.1100006
PTB,37.18379974,-77.50740051
SBM,43.76959991,-87.85140228
MZJ,32.51060104,-111.3280029
GEU,33.52690125,-112.2949982
SAD,32.85480118,-109.6350021
SIK,36.89889908,-89.5617981
GFL,43.34120178,-73.61029816
5B2,43.05130005,-73.86119843
CGC,28.86730003,-82.57129669
MTN,39.32569885,-76.4138031
LHM,38.90919876,-121.3509979
FZI,41.19079971,-83.39450073
IZG,43.99110031,-70.94789886
\N,26.85449982,-82.25119781
NEW,30.04240036,-90.02829742
COE,47.77429962,-116.8199997
BMT,30.07069969,-94.21579742
DNV,40.19919968,-87.59590149
TIX,28.51479912,-80.79920197
AAP,29.72249985,-95.58830261
FCM,44.82720184,-93.45709991
OJC,38.84759903,-94.73760223
OQN,39.99010086,-75.58190155
MNZ,38.72140121,-77.51540375
\N,29.10860062,-95.46209717
2H0,39.41040039,-88.84539795
\N,47.1957016,-122.0220032
FDW,34.31549835,-81.1088028
DAW,43.28409958,-70.9292984
EWK,38.05820084,-97.27449799
TZR,46.39310074,17.91749954
FBR,41.39189911,-110.4069977
S40,46.21340179,-119.7910004
CLS,46.67699814,-122.9830017
M94,46.68740082,-119.9209976
EVW,41.27479935,-111.0350037
K83,39.90420151,-95.77940369
LRO,32.89780045,-79.78289795
\N,32.1108017,-84.18890381
EUF,31.95129967,-85.12889862
6J4,33.92679977,-81.79460144
MEO,35.91899872,-75.69550323
AUO,32.61510086,-85.43399811
CZG,42.078499,-76.096296
EKY,33.31290054,-86.92590332
A50,38.87440109,-104.4100037
MIC,45.06200027,-93.35389709
23M,32.0848999,-88.73889923
DBN,32.56439972,-82.98529816
CVO,44.49720001,-123.2900009
\N,-35.96055603,-71.79333496
\N,10.0666666,-84.8833313
CWT,-33.84469986,148.6490021
OGD,41.19589996,-112.012001
RKR,35.02159882,-94.62129974
AKO,40.17559814,-103.2220001
SHN,47.23360062,-123.1480026
WNA,60.69029999,-161.9790039
PKA,60.70289993,-161.7779999
\N,63.303333,-143.001111
2A5,35.91180038,-79.61759949
DYL,40.33300018,-75.12229919
OCW,35.57049942,-77.04979706
7W6,35.56240082,-75.9552002
\N,36.16120148,-97.08570099
\N,35.66809845,-95.94869995
\N,35.94990158,-96.77310181
\N,35.33980179,-99.20050049
\N,37.16859818,-97.03759766
\N,35.53419876,-97.64710236
\N,32.54019928,-93.74500275
\N,32.21530151,-98.17769623
\N,36.38560104,-97.27719879
\N,31.66589928,-98.14859772
\N,34.8042984,-96.6713028
\N,32.74700165,-96.53040314
\N,33.20069885,-97.19799805
\N,30.3974931,-97.5663935
\N,30.49860001,-97.96949768
\N,30.21899986,-96.3742981
\N,30.35750008,-97.99449921
\N,30.90570068,-101.8919983
\N,29.81270027,-98.4253006
UKF,36.22280121,-81.09829712
JZI,32.70090103,-80.00289917
DAN,36.57289886,-79.33609772
0V4,37.14170074,-79.0164032
CQW,34.71289825,-79.95700073
\N,27.51490021,-81.88050079
HYW,33.82849884,-79.12220001
HBI,35.65449905,-79.8946991
\N,34.71789932,-78.00360107
EMV,36.68690109,-77.48280334
EMT,34.08610153,-118.0350037
I16,37.60039902,-81.55930328
SSF,29.33699989,-98.47109985
JSV,35.4382019,-94.80280304
JAS,30.88570023,-94.03489685
87K,37.8567009,-93.99909973
MRF,30.371099,-104.017997
E38,30.38419914,-103.6839981
CCB,34.11159897,-117.6880035
IOB,38.05810165,-83.979599
EKI,41.7193985,-86.00319672
C03,41.44620132,-85.93479919
CUB,33.97050095,-80.99520111
GMJ,36.60680008,-94.73860168
MPR,38.35240173,-97.69129944
GYH,34.75830078,-82.37640381
PXE,32.51060104,-83.76730347
HVS,34.40309906,-80.11920166
IGX,35.935001,-79.065902
SUT,33.9292984,-78.07499695
FCI,37.40650177,-77.52500153
HNZ,36.36159897,-78.52919769
LEE,28.82309914,-81.80870056
CNO,33.97470093,-117.637001
UYF,39.93270111,-83.46199799
PRB,35.67290115,-120.6269989
HAF,37.51340103,-122.5009995
WJF,34.74110031,-118.2190018
TDF,36.28490067,-78.98419952
ASN,33.56990051,-86.05090332
GMU,34.84790039,-82.34999847
MKT,44.22159958,-93.91870117
TOI,31.86039925,-86.01210022
SCD,33.17179871,-86.30549622
EDN,31.29969978,-85.89990234
\N,32.14220047,-111.1750031
ALX,32.91469955,-85.96299744
\N,41.50870132,-72.82949829
\N,38.9701004,-75.86630249
UWL,39.87590027,-85.32649994
TQK,38.47430038,-100.8850021
HDE,40.452099,-99.336502
PTT,37.70159912,-98.74690247
AHQ,41.24129868,-96.59400177
LXN,40.79100037,-99.77729797
19S,37.49140167,-100.8300018
CBF,41.25920105,-95.76059723
OKK,40.52819824,-86.05899811
2K7,37.4353981,-95.64610291
\N,61.79560089,-148.3549957
EHA,37.000702,-101.879997
FTG,39.78530121,-104.5429993
GBG,40.93799973,-90.43109894
GUY,36.68510056,-101.5080032
MEJ,37.27690125,-100.3560028
\N,36.59170151,-93.66690063
ULS,37.60400009,-101.3740005
\N,39.27999878,-103.0670013
IDP,37.15840149,-95.77839661
3AU,37.67160034,-97.07790375
LQR,38.20859909,-99.08599854
LZZ,31.10619926,-98.19589996
BYY,28.97330093,-95.8635025
PRX,33.63660049,-95.45079803
CFV,37.09400177,-95.57189941
\N,33.93579865,-81.42970276
GXY,40.43740082,-104.6330032
\N,35.20069885,-90.05400085
OEL,52.93470001,36.00220108
FET,41.44910049,-96.52020264
LGD,45.29019928,-118.0070038
MPO,41.13750076,-75.37889862
UKT,40.43519974,-75.38189697
BNG,33.92309952,-116.8509979
OFK,41.98550034,-97.43509674
AWO,48.16070175,-122.1589966
TPF,27.91559982,-82.44930267
MTP,41.07649994,-71.92079926
VPZ,41.45399857,-87.00710297
LDM,43.96250153,-86.40789795
RHV,37.332901,-121.8190002
\N,34.21369934,-119.0940018
WVI,36.93569946,-121.7900009
JGG,37.23920059,-76.7161026
MRT,40.22470093,-83.35160065
ALN,38.89030075,-90.04599762
AXN,45.86629868,-95.3946991
CLU,39.26190186,-85.89630127
BBD,31.17930031,-99.32389832
BIH,37.37310028,-118.3639984
BKE,44.83729935,-117.8089981
BPI,42.58509827,-110.1110001
WMH,36.3689003,-92.47049713
BTL,42.30730057,-85.25150299
BYI,42.54259872,-113.7720032
CCY,43.07260132,-92.6108017
CNU,37.66880035,-95.48509979
CRG,30.3362999,-81.51439667
CSV,35.95130157,-85.08499908
DAA,38.71500015,-77.18099976
DAG,34.85369873,-116.7870026
DMN,32.26229858,-107.7210007
DRA,36.6194,-116.032997
EED,34.7663002,-114.6230011
EGI,30.65040016,-86.52290344
EKA,40.80339813,-124.112999
HYI,29.8927002,-97.86299896
HYR,46.02519989,-91.44429779
JCT,30.51129913,-99.7634964
LLQ,33.6385994,-91.75099945
LOL,40.06639862,-118.5650024
MBG,45.54650116,-100.4079971
MCB,31.17849922,-90.47190094
MDH,37.77809906,-89.2519989
MMT,33.92079926,-80.80130005
NHZ,43.89220047,-69.93859863
NRB,30.39109993,-81.42469788
OGB,33.45679855,-80.85949707
OLU,41.44800186,-97.34259796
OTM,41.10660172,-92.44789886
OZR,31.27569962,-85.71340179
PWY,42.79550171,-109.8069992
POU,41.62659836,-73.88420105
RNH,45.14830017,-92.5381012
RSL,38.87210083,-98.8117981
RWF,44.54719925,-95.08229828
SNS,36.66279984,-121.6060028
SOA,30.58569908,-100.6490021
SUZ,34.59059906,-92.47940063
TPH,38.06019974,-117.086998
UAO,45.24710083,-122.7699966
UKI,39.12599945,-123.2009964
UOX,34.38430023,-89.53679657
HTV,30.74690056,-95.58719635
VTN,42.85779953,-100.5479965
WMC,40.89659882,-117.8059998
WWR,36.438,-99.5226667
XMR,28.46759987,-80.56659698
\N,37.23500061,-115.810997
ZZV,39.94440079,-81.89209747
ENN,64.54730225,-149.0740051
WWA,61.57170105,-149.5399933